Gender,Age,StudyHours,Attendance,ExamScore,FinalGrade,Motivation,StressLevel,LearningStyle,AssignmentCompletion,Extracurricular,OnlineCourses
F,23,18,88,63.0,58.0,2,2,2,97,0,0
M,21,4,96,72.0,78.0,1,4,3,85,1,1
M,17,15,99,80.0,43.0,2,4,3,66,0,0
M,22,7,66,79.0,64.0,2,3,3,69,0,1
F,24,1,91,87.0,85.0,3,1,2,69,0,1
M,18,5,75,71.0,73.0,3,4,3,89,0,0
F,22,14,82,56.0,32.0,1,3,3,91,0,0
M,21,11,69,71.0,46.0,2,2,1,72,1,0
M,21,15,98,50.0,85.0,1,2,2,90,1,1
F,20,9,71,66.0,64.0,4,4,3,85,1,1
F,24,15,69,65.0,50.0,3,1,3,96,0,1
F,22,4,94,80.0,29.0,3,4,2,86,1,0
F,17,11,81,69.0,53.0,3,3,2,98,1,1
F,18,7,90,99.0,83.0,4,2,2,74,1,1
M,21,2,60,72.0,36.0,2,2,2,63,0,0
F,20,5,78,53.0,37.0,1,3,1,78,1,1
F,19,19,94,61.0,57.0,4,4,1,70,1,0
M,20,1,66,78.0,75.0,2,1,3,64,1,0
M,22,5,77,96.0,84.0,1,1,3,78,0,0
F,20,5,85,93.0,74.0,4,1,3,73,1,1
F,19,13,98,73.0,40.0,3,2,2,93,1,1
M,21,13,79,71.0,37.0,3,1,2,71,0,0
F,20,7,96,54.0,11.0,1,2,2,71,1,0
M,18,4,93,88.0,28.0,3,4,2,82,0,1
F,22,4,78,52.0,40.0,3,2,3,65,1,0
M,19,6,72,60.0,47.0,1,4,2,96,0,1
M,22,2,61,65.0,65.0,4,1,3,94,1,0
F,18,18,65,94.0,22.0,2,2,1,66,1,0
F,21,3,84,90.0,66.0,4,4,3,88,0,1
F,22,19,72,90.0,19.0,1,4,3,93,1,1
M,21,2,65,77.0,43.0,2,2,2,98,1,1
M,24,14,80,62.0,41.0,4,4,3,95,1,1
F,21,16,71,78.0,56.0,2,3,1,84,1,0
F,17,3,64,52.0,42.0,3,2,3,67,0,1
F,17,4,70,52.0,45.0,4,1,3,78,1,0
F,22,1,91,51.0,46.0,2,4,3,85,1,1
F,19,7,98,62.0,51.0,2,2,2,87,0,0
F,23,1,92,98.0,74.0,4,3,2,63,0,1
F,21,17,73,83.0,67.0,2,2,3,76,1,1
F,19,13,96,73.0,21.0,1,3,3,72,1,0
F,17,8,98,99.0,73.0,1,3,2,61,0,1
F,22,1,79,82.0,39.0,2,2,3,61,1,1
F,19,2,82,68.0,69.0,1,1,2,81,1,1
F,23,11,60,50.0,24.0,1,4,2,68,0,1
M,18,11,64,52.0,36.0,2,4,1,64,0,0
F,17,1,62,92.0,38.0,2,3,3,65,0,1
M,19,16,64,83.0,29.0,4,2,3,77,1,0
F,21,4,94,84.0,72.0,1,4,3,93,1,1
M,17,3,67,70.0,48.0,4,1,3,80,1,0
M,23,11,60,53.0,71.0,4,3,2,87,0,0
F,21,13,90,65.0,61.0,4,2,2,63,1,0
F,20,10,80,97.0,29.0,4,1,2,91,0,0
F,18,19,68,57.0,31.0,4,3,3,65,0,0
F,24,19,65,74.0,56.0,2,3,1,85,0,0
M,19,19,87,94.0,62.0,2,2,3,70,0,1
F,23,6,65,97.0,78.0,1,2,2,96,0,1
F,20,11,80,80.0,83.0,3,2,1,94,1,0
M,22,11,60,54.0,65.0,1,1,1,75,1,1
M,17,9,99,77.0,65.0,2,2,2,96,1,1
F,23,15,96,54.0,59.0,1,3,2,61,1,1
M,20,5,83,61.0,26.0,3,3,2,95,0,0
F,22,15,63,85.0,32.0,3,3,2,76,1,0
M,22,7,83,99.0,27.0,4,3,2,65,0,1
M,18,3,62,65.0,89.0,3,2,2,73,0,1
F,24,1,73,57.0,57.0,1,1,2,78,1,0
F,22,9,67,85.0,77.0,2,2,3,74,1,0
F,22,4,91,88.0,65.0,3,1,3,99,0,1
F,18,7,83,82.0,63.0,2,3,1,79,0,1
M,17,17,63,95.0,78.0,1,3,2,72,1,0
M,21,7,91,62.0,74.0,1,4,3,90,1,1
M,20,7,73,66.0,41.0,2,4,3,94,1,1
M,24,1,75,90.0,90.0,4,3,1,69,1,1
M,20,6,62,87.0,88.0,4,3,2,62,1,0
M,18,1,62,95.0,47.0,1,3,2,81,0,1
F,22,2,60,84.0,66.0,3,3,3,75,0,0
F,24,19,79,58.0,75.0,4,3,3,88,0,1
M,24,15,85,95.0,29.0,2,2,1,71,1,1
F,21,3,97,61.0,80.0,4,3,2,90,0,1
M,21,17,84,94.0,59.0,1,2,3,61,1,1
F,20,19,92,86.0,34.0,2,2,1,61,0,0
M,20,5,61,78.0,47.0,2,1,3,98,1,1
F,18,10,82,63.0,53.0,3,4,3,71,1,1
M,23,16,69,63.0,50.0,2,2,3,93,0,1
F,17,9,89,96.0,72.0,1,4,2,76,1,0
M,19,5,91,95.0,54.0,3,1,2,67,1,0
M,18,1,88,62.0,28.0,3,4,3,89,1,1
F,20,6,99,90.0,59.0,2,1,1,61,1,0
F,20,2,83,85.0,40.0,3,1,1,74,1,1
M,21,14,70,67.0,55.0,1,1,3,75,1,1
F,19,17,85,72.0,49.0,2,1,3,72,0,1
F,17,1,97,84.0,70.0,1,4,3,86,1,0
F,23,18,83,81.0,57.0,2,1,1,82,0,0
F,22,2,60,86.0,39.0,4,2,3,81,0,1
M,21,15,70,91.0,75.0,4,4,3,77,1,0
F,22,14,73,88.0,87.0,4,2,3,65,1,1
F,21,12,82,61.0,70.0,1,3,2,97,1,0
F,22,13,89,98.0,76.0,2,2,3,70,1,0
M,20,8,64,63.0,68.0,3,3,1,70,0,1
M,23,13,97,97.0,53.0,4,4,3,87,0,0
M,23,14,60,90.0,48.0,2,3,1,98,1,1
M,22,3,89,56.0,63.0,2,3,2,86,0,0
M,24,15,80,94.0,47.0,2,1,1,63,1,1
F,18,4,68,52.0,38.0,2,2,3,66,1,1
M,17,11,67,58.0,43.0,2,1,2,95,0,0
F,19,14,94,65.0,90.0,2,3,2,79,0,0
M,19,5,97,93.0,95.0,1,2,1,64,1,0
M,18,10,88,90.0,24.0,2,1,2,96,0,0
F,24,18,90,92.0,35.0,3,3,3,81,1,0
M,21,13,65,80.0,75.0,4,1,1,74,0,1
M,18,4,97,91.0,37.0,4,1,3,83,0,1
M,24,11,88,65.0,46.0,1,4,2,74,1,0
F,23,6,71,80.0,80.0,2,4,1,79,1,0
F,23,12,96,69.0,55.0,3,1,1,97,0,1
F,22,8,71,98.0,71.0,3,4,3,88,0,1
F,22,7,80,50.0,32.0,2,4,1,94,1,1
F,20,5,78,69.0,51.0,1,1,2,86,1,0
F,22,14,97,84.0,43.0,1,3,3,60,1,0
F,21,7,82,68.0,23.0,3,4,1,81,1,1
M,24,6,78,66.0,37.0,1,4,3,83,1,1
M,17,19,89,54.0,40.0,2,3,1,78,1,0
F,24,5,82,98.0,24.0,3,4,2,74,1,0
F,19,6,70,50.0,60.0,1,1,1,97,1,1
M,19,19,75,70.0,44.0,3,2,3,81,0,1
F,23,8,97,76.0,34.0,2,4,2,72,1,1
F,21,19,98,60.0,51.0,1,2,3,92,0,0
M,18,1,73,61.0,39.0,1,4,1,98,1,0
F,19,18,64,93.0,57.0,2,1,3,65,0,0
F,17,5,71,97.0,36.0,1,4,2,76,0,0
M,22,9,75,62.0,16.0,1,1,2,91,0,1
M,21,18,64,65.0,52.0,2,4,3,69,1,1
M,23,7,71,66.0,25.0,1,4,2,75,1,1
F,17,2,91,94.0,51.0,3,3,2,60,1,0
F,18,4,93,68.0,56.0,3,1,1,62,1,1
F,24,17,63,85.0,27.0,2,1,2,76,1,0
F,17,6,95,74.0,33.0,1,3,3,97,0,0
F,24,6,67,82.0,60.0,1,2,3,94,0,1
M,23,13,81,57.0,39.0,3,3,3,98,1,1
M,24,10,71,94.0,41.0,3,2,1,96,1,0
F,18,19,75,99.0,35.0,1,4,1,93,0,1
F,21,13,85,61.0,67.0,4,2,1,84,0,1
M,22,13,64,66.0,39.0,3,3,2,87,1,1
M,19,19,91,51.0,51.0,3,3,3,99,1,0
M,17,10,70,83.0,56.0,4,2,2,66,0,1
M,20,12,94,95.0,93.0,3,3,2,78,0,1
F,17,16,74,85.0,68.0,3,4,3,74,1,1
M,20,7,86,58.0,49.0,3,4,3,87,1,0
M,19,8,99,56.0,88.0,4,3,3,88,1,1
F,17,4,88,96.0,72.0,3,4,3,69,0,0
F,19,13,86,93.0,44.0,2,1,1,93,0,1
M,19,3,81,94.0,41.0,2,4,3,92,1,1
F,22,10,60,93.0,69.0,4,4,2,95,1,0
M,17,2,77,91.0,66.0,2,3,3,86,0,1
F,17,19,67,82.0,20.0,2,3,1,87,1,1
F,19,12,76,80.0,92.0,2,3,1,70,1,1
F,17,4,76,53.0,53.0,2,3,3,91,0,0
M,24,2,91,56.0,50.0,2,3,3,83,1,0
M,21,11,78,80.0,70.0,3,3,1,89,1,1
M,18,1,93,92.0,51.0,4,3,3,96,1,0
M,23,7,79,71.0,45.0,3,1,3,86,0,1
F,24,16,70,97.0,25.0,2,3,3,80,0,0
M,18,11,93,93.0,75.0,4,1,3,74,0,0
F,18,11,70,77.0,45.0,2,2,2,83,0,1
F,21,7,65,90.0,29.0,3,1,2,61,1,1
F,20,10,69,73.0,43.0,1,4,2,75,0,0
F,23,17,74,61.0,38.0,2,1,1,68,0,0
F,24,8,64,61.0,16.0,4,1,1,88,1,1
M,18,3,84,50.0,61.0,1,1,3,76,0,1
M,20,17,74,60.0,95.0,1,2,1,93,1,0
F,23,4,79,93.0,65.0,2,1,2,99,1,0
F,22,4,83,96.0,85.0,4,2,1,68,1,0
F,22,8,88,61.0,66.0,1,2,3,81,0,0
M,23,8,82,90.0,61.0,4,3,3,92,0,1
F,18,15,67,78.0,79.0,2,2,3,87,0,1
F,22,10,92,87.0,59.0,3,1,1,94,1,1
F,23,7,91,96.0,52.0,2,3,2,95,1,1
M,24,6,98,70.0,56.0,1,3,3,89,0,0
F,22,2,69,86.0,37.0,1,4,3,75,0,1
F,22,7,96,65.0,29.0,3,2,1,97,1,0
M,17,19,73,86.0,84.0,2,3,1,82,1,0
F,22,13,88,75.0,87.0,1,1,1,77,1,1
M,20,13,95,83.0,36.0,4,3,2,82,0,0
F,24,4,94,93.0,56.0,2,3,3,77,1,0
M,24,11,90,99.0,34.0,4,1,3,61,1,0
M,20,18,72,79.0,77.0,4,1,2,62,0,1
F,24,6,82,78.0,80.0,1,1,2,92,0,0
M,17,11,77,72.0,59.0,3,2,1,95,1,0
F,21,3,60,81.0,68.0,1,2,2,90,1,0
M,23,7,90,51.0,26.0,4,4,1,94,1,0
M,18,1,95,79.0,57.0,2,3,2,94,1,0
M,22,18,90,82.0,72.0,3,3,2,88,1,0
M,24,1,62,92.0,36.0,1,1,3,87,1,1
F,23,11,90,60.0,51.0,3,2,1,74,1,1
M,23,14,94,88.0,76.0,3,1,1,89,0,1
M,24,10,75,64.0,51.0,2,4,3,97,1,0
M,23,2,89,73.0,28.0,2,2,3,62,0,0
F,24,7,61,61.0,69.0,1,1,3,90,0,1
M,19,10,97,89.0,30.0,2,1,3,84,1,0
F,17,12,88,83.0,56.0,1,4,2,79,0,0
F,20,18,96,71.0,64.0,2,4,2,97,0,1
F,17,10,64,84.0,33.0,3,1,2,95,0,0
F,20,2,71,83.0,67.0,3,2,3,99,1,0
F,22,3,68,63.0,45.0,1,3,1,98,0,1
M,20,17,96,92.0,84.0,1,2,2,95,1,0
F,18,3,95,61.0,40.0,3,1,2,90,1,0
M,24,15,64,84.0,33.0,3,1,2,76,1,1
F,19,7,77,75.0,31.0,3,2,2,88,1,0
F,22,11,64,62.0,81.0,4,4,1,75,1,0
F,22,17,77,85.0,38.0,2,4,2,84,1,1
F,20,2,61,88.0,48.0,2,1,1,67,1,0
F,18,12,92,61.0,39.0,1,1,3,93,1,1
M,24,1,62,55.0,71.0,1,3,1,95,1,1
F,24,3,71,50.0,55.0,1,4,2,65,0,0
F,17,15,60,94.0,70.0,2,2,2,86,1,1
M,21,14,68,96.0,65.0,2,1,3,65,1,1
M,17,4,95,52.0,65.0,1,3,1,96,1,1
F,18,9,60,57.0,49.0,4,4,3,90,1,1
M,17,11,93,79.0,49.0,1,3,3,62,1,0
M,18,9,87,87.0,35.0,2,4,2,75,0,1
F,22,12,62,71.0,62.0,1,1,1,61,0,0
M,23,14,87,63.0,48.0,4,1,1,82,0,1
F,19,4,61,70.0,18.0,1,3,3,95,0,0
F,21,17,71,63.0,70.0,3,4,1,99,0,0
M,19,18,81,67.0,83.0,1,4,2,77,1,1
F,20,1,61,64.0,29.0,1,3,2,79,1,0
M,24,4,94,64.0,79.0,1,2,2,92,1,0
M,19,14,95,78.0,49.0,2,3,3,70,1,1
F,19,17,83,61.0,49.0,4,1,3,63,1,1
F,22,13,82,82.0,63.0,3,4,2,71,1,0
F,24,5,85,78.0,50.0,1,4,1,74,1,1
M,17,16,74,98.0,36.0,2,1,1,91,0,1
F,22,11,80,79.0,53.0,2,3,3,66,0,0
M,22,3,87,58.0,39.0,1,4,2,70,0,0
F,17,2,90,93.0,32.0,4,2,1,64,1,1
M,19,16,63,75.0,69.0,2,2,3,95,1,0
F,24,14,62,55.0,74.0,2,2,1,98,0,1
F,24,16,94,77.0,55.0,4,4,1,70,0,0
M,22,7,79,76.0,72.0,2,1,1,89,1,1
F,18,1,67,80.0,72.0,4,4,2,94,1,1
M,18,10,67,51.0,86.0,2,1,2,90,1,1
F,18,12,71,61.0,47.0,1,4,3,89,1,0
F,21,7,72,52.0,34.0,2,1,3,95,1,0
F,18,13,80,65.0,24.0,2,1,1,62,1,1
F,18,10,97,52.0,51.0,2,1,3,86,0,1
M,17,6,90,55.0,73.0,2,1,1,76,1,1
M,18,3,83,78.0,68.0,1,3,2,89,0,1
F,19,4,66,77.0,52.0,4,3,3,77,0,0
F,17,16,79,91.0,38.0,1,1,1,93,0,0
M,21,1,83,64.0,11.0,3,2,1,93,1,0
F,20,16,60,62.0,41.0,4,3,3,72,1,0
M,17,4,68,79.0,57.0,2,1,3,84,1,1
F,23,18,94,81.0,41.0,3,4,1,81,0,1
M,21,2,81,59.0,62.0,3,3,2,76,1,0
F,18,19,93,96.0,48.0,1,1,3,78,0,0
M,21,19,86,94.0,37.0,2,4,2,86,1,0
M,21,2,97,67.0,41.0,1,1,3,64,0,0
F,17,13,81,98.0,91.0,3,1,2,83,0,1
M,24,12,74,61.0,73.0,4,3,3,73,1,0
M,19,4,97,91.0,82.0,4,3,3,95,1,0
M,19,9,61,54.0,44.0,3,4,1,61,1,1
F,23,14,62,62.0,29.0,2,1,3,86,1,1
M,20,8,94,84.0,32.0,1,3,2,60,0,0
M,18,5,69,81.0,78.0,2,3,2,75,0,1
M,23,17,64,78.0,21.0,4,3,3,96,1,0
F,20,15,99,91.0,43.0,4,2,1,98,1,1
M,23,11,80,80.0,69.0,4,2,3,78,0,1
F,24,18,83,71.0,56.0,3,3,3,75,0,0
M,19,16,85,55.0,31.0,4,1,3,93,0,1
M,17,9,73,83.0,36.0,1,3,2,83,0,0
M,19,4,69,98.0,30.0,4,3,2,96,1,1
M,20,16,81,58.0,56.0,3,2,1,91,1,1
M,22,19,62,98.0,87.0,3,2,2,84,0,1
F,18,16,95,74.0,54.0,2,4,2,77,1,1
F,23,5,95,74.0,61.0,3,1,3,71,1,1
M,24,6,88,64.0,77.0,3,4,1,67,1,1
M,18,4,82,92.0,30.0,4,1,3,82,0,1
F,24,1,88,79.0,69.0,4,3,2,85,1,0
M,17,9,86,72.0,74.0,2,2,1,87,0,1
M,22,12,88,51.0,72.0,4,3,3,85,1,1
M,17,12,86,82.0,71.0,3,2,3,63,1,1
F,22,9,99,75.0,30.0,2,3,3,85,1,1
M,19,3,77,99.0,82.0,1,2,2,72,1,1
F,20,10,88,55.0,51.0,3,3,1,67,1,0
F,18,19,83,59.0,76.0,2,4,2,92,1,0
M,23,18,87,65.0,76.0,1,2,3,72,0,0
M,21,7,82,78.0,17.0,4,1,2,76,0,1
F,24,12,92,70.0,40.0,2,3,2,74,1,1
M,18,11,63,83.0,63.0,3,3,1,76,0,0
M,20,19,72,77.0,60.0,1,1,1,98,0,1
M,18,17,81,67.0,44.0,1,1,3,87,0,0
F,24,12,63,60.0,87.0,2,3,2,89,0,0
M,24,11,98,93.0,27.0,2,4,3,66,1,0
F,23,4,60,70.0,30.0,2,4,1,77,1,0
F,19,1,77,51.0,68.0,1,3,3,72,0,0
M,23,14,78,73.0,44.0,4,1,3,67,0,0
F,19,18,70,89.0,53.0,3,3,2,78,0,1
F,20,16,69,86.0,40.0,2,3,2,91,0,1
M,18,10,87,94.0,36.0,2,4,3,81,1,1
M,22,2,91,66.0,79.0,3,3,2,84,1,0
M,18,9,73,61.0,86.0,3,4,2,80,0,1
M,23,17,97,97.0,85.0,2,3,3,94,0,0
M,23,1,93,80.0,61.0,1,2,2,85,1,1
M,22,17,94,80.0,63.0,4,1,3,76,1,0
M,18,14,71,76.0,82.0,1,4,1,88,1,1
F,21,7,95,59.0,47.0,1,4,3,62,0,0
F,22,3,92,85.0,66.0,3,2,2,83,0,0
M,18,15,90,50.0,48.0,3,3,3,67,1,0
M,21,11,61,68.0,90.0,1,4,2,62,0,0
M,21,7,68,80.0,70.0,3,4,3,75,1,0
M,24,8,76,60.0,64.0,4,1,3,99,0,0
F,17,6,94,97.0,27.0,2,4,1,67,1,1
M,23,19,63,65.0,58.0,4,4,3,65,0,0
M,23,5,65,51.0,48.0,1,4,1,92,0,1
F,21,7,84,89.0,57.0,4,4,2,65,0,1
F,19,2,91,87.0,90.0,4,4,2,72,0,1
F,18,7,93,61.0,56.0,3,3,2,86,0,1
M,21,3,60,96.0,50.0,2,4,2,87,1,1
F,22,3,90,98.0,48.0,3,3,2,60,0,0
M,21,18,69,91.0,74.0,1,1,2,85,0,1
M,23,10,91,95.0,86.0,3,4,3,86,0,1
F,23,1,62,63.0,59.0,4,1,2,91,0,1
F,19,4,94,79.0,43.0,4,3,3,90,1,0
F,23,4,67,87.0,75.0,4,4,3,71,1,0
F,23,19,78,57.0,32.0,1,1,1,72,0,1
M,18,11,69,66.0,44.0,4,4,2,79,0,1
M,22,17,60,60.0,54.0,2,1,1,70,1,0
F,19,8,90,53.0,24.0,3,2,2,82,1,0
M,22,19,64,54.0,61.0,1,3,2,95,0,1
M,21,16,65,88.0,45.0,4,4,2,81,0,1
F,24,19,96,62.0,44.0,4,3,3,80,1,0
F,20,1,89,91.0,84.0,4,4,2,98,0,0
F,19,9,69,77.0,32.0,2,1,3,66,1,0
M,20,15,87,91.0,50.0,2,4,2,78,1,1
F,20,13,85,89.0,73.0,3,1,1,62,0,0
M,17,2,94,97.0,52.0,4,4,3,80,1,0
M,20,18,73,63.0,85.0,3,3,2,95,1,0
M,18,1,71,57.0,61.0,2,1,3,86,0,0
M,23,10,82,91.0,52.0,2,4,2,94,0,1
F,23,9,75,89.0,82.0,1,4,3,79,0,1
F,23,11,90,93.0,57.0,3,1,2,71,0,0
M,21,4,67,87.0,58.0,1,1,1,78,1,0
F,17,14,88,98.0,83.0,4,4,3,75,0,1
M,23,18,95,62.0,41.0,4,4,1,80,0,1
F,20,6,76,67.0,58.0,3,4,3,75,0,1
F,20,2,70,76.0,25.0,1,1,3,96,1,1
M,21,11,92,79.0,43.0,3,4,2,62,1,0
M,17,11,77,69.0,74.0,4,4,3,70,0,1
M,19,3,89,51.0,34.0,2,1,2,77,0,0
M,17,2,77,60.0,58.0,2,3,3,81,1,1
F,19,13,85,51.0,34.0,3,2,1,71,1,0
M,19,14,87,80.0,30.0,1,4,3,81,1,0
M,21,8,81,99.0,62.0,1,2,3,63,0,1
M,24,2,99,57.0,52.0,4,1,3,67,1,1
M,20,1,80,69.0,56.0,3,1,2,73,1,0
M,20,15,88,80.0,45.0,2,2,2,96,0,0
M,23,1,79,57.0,51.0,3,4,1,61,1,1
F,17,19,99,82.0,18.0,2,4,2,78,1,1
F,19,2,76,77.0,64.0,4,4,3,83,1,1
F,24,7,82,57.0,38.0,2,1,2,60,0,0
M,22,11,96,69.0,69.0,4,1,3,89,0,1
F,21,2,70,60.0,89.0,3,2,2,66,0,1
F,20,16,71,87.0,81.0,1,1,2,70,0,1
F,22,18,66,84.0,76.0,4,3,3,75,0,0
F,18,7,94,66.0,38.0,3,1,1,96,1,0
M,17,9,68,77.0,14.0,2,3,1,87,1,0
F,22,12,66,90.0,62.0,4,3,3,94,0,0
F,17,8,76,96.0,39.0,1,4,2,76,0,0
M,20,10,90,84.0,51.0,1,2,2,81,1,1
M,17,8,66,89.0,53.0,4,4,2,60,0,0
F,24,4,73,87.0,54.0,1,2,3,86,1,0
F,22,9,64,71.0,68.0,4,4,3,61,1,0
M,20,5,74,91.0,53.0,3,4,1,65,1,1
M,22,3,67,73.0,86.0,2,1,3,77,1,1
F,22,15,91,95.0,51.0,3,2,3,86,1,1
M,23,11,79,64.0,48.0,2,1,1,74,1,1
F,24,12,60,90.0,50.0,3,3,2,95,1,0
M,24,6,98,94.0,24.0,1,3,2,93,0,0
M,24,10,91,91.0,79.0,2,3,1,87,0,1
F,21,1,94,53.0,63.0,3,3,1,63,1,0
F,24,6,72,53.0,13.0,2,4,3,93,1,0
F,17,16,72,80.0,54.0,4,4,3,94,0,1
M,22,3,75,70.0,61.0,2,4,3,96,0,0
M,21,2,80,82.0,58.0,2,2,2,67,0,1
F,19,7,60,71.0,35.0,1,2,2,77,1,0
M,21,19,88,66.0,78.0,3,2,2,74,0,0
M,18,18,73,91.0,95.0,1,2,3,84,0,0
F,18,14,77,62.0,61.0,2,1,1,68,0,1
F,24,16,66,77.0,32.0,4,4,3,73,1,0
M,19,12,74,55.0,66.0,2,1,1,87,1,0
M,18,10,61,99.0,83.0,4,3,2,91,1,0
F,24,2,87,89.0,35.0,3,2,1,95,1,0
F,20,10,93,62.0,33.0,2,2,1,73,0,0
F,19,10,76,66.0,55.0,1,4,1,65,1,0
F,22,15,73,61.0,87.0,1,1,1,78,0,0
F,20,6,68,95.0,18.0,2,4,1,84,1,0
F,23,7,61,93.0,45.0,1,1,3,80,0,1
M,17,15,63,98.0,26.0,1,1,2,65,0,1
F,22,14,64,85.0,66.0,3,3,3,64,1,0
F,17,16,76,78.0,44.0,4,3,2,99,0,0
M,19,14,85,75.0,55.0,2,1,1,83,0,0
F,20,13,95,63.0,40.0,1,2,3,92,1,1
F,21,8,69,91.0,61.0,4,4,3,96,0,0
M,23,12,83,57.0,54.0,1,3,1,70,1,0
F,24,10,67,67.0,95.0,4,2,3,62,1,1
M,19,11,64,60.0,56.0,3,3,2,93,1,1
F,17,9,92,71.0,61.0,4,1,2,76,1,0
M,21,13,65,60.0,53.0,1,4,3,69,0,1
M,17,19,82,77.0,60.0,1,3,3,75,0,0
F,19,7,61,89.0,35.0,4,4,2,67,1,1
F,20,10,69,85.0,93.0,1,4,3,61,0,1
M,22,17,65,75.0,20.0,4,3,3,88,0,0
M,18,4,89,75.0,24.0,2,1,3,81,1,1
M,24,7,68,62.0,54.0,2,4,1,69,1,0
M,24,11,99,85.0,78.0,2,1,2,89,0,0
F,23,5,77,83.0,45.0,3,3,3,86,1,0
M,20,4,80,90.0,77.0,1,2,1,70,0,0
F,18,14,69,66.0,40.0,2,3,1,77,0,1
F,22,10,98,69.0,44.0,3,1,2,64,1,0
M,18,15,71,62.0,45.0,4,1,2,63,0,0
F,18,8,85,56.0,66.0,2,2,2,86,0,0
F,24,12,63,74.0,57.0,3,4,1,67,0,0
F,17,11,87,93.0,42.0,1,2,1,93,0,0
F,20,7,64,51.0,34.0,2,3,2,91,0,0
M,22,7,84,52.0,43.0,3,2,2,94,1,0
F,21,7,83,67.0,37.0,1,2,3,92,1,0
M,19,18,63,84.0,57.0,1,4,2,96,1,0
M,21,2,79,87.0,44.0,4,2,2,88,0,0
M,21,2,81,64.0,35.0,1,2,1,65,1,1
F,24,1,91,61.0,36.0,4,1,2,77,1,0
M,17,19,75,68.0,82.0,1,4,2,82,0,1
M,19,14,81,58.0,55.0,1,3,2,86,0,0
F,18,19,97,81.0,74.0,3,3,1,86,0,0
F,18,6,90,55.0,19.0,3,1,3,77,1,0
F,19,18,64,58.0,72.0,3,4,3,76,1,1
M,21,19,82,83.0,42.0,3,3,2,70,1,1
M,18,2,75,88.0,81.0,4,4,3,85,0,1
F,23,1,93,83.0,38.0,3,2,1,71,1,0
M,19,7,73,73.0,21.0,1,4,2,87,1,1
F,23,10,99,89.0,82.0,2,3,1,78,0,1
M,21,5,79,90.0,80.0,1,3,2,83,0,1
F,20,4,76,83.0,51.0,1,3,3,81,0,0
M,21,9,78,65.0,53.0,4,3,2,71,0,0
M,22,6,93,69.0,62.0,1,2,2,97,1,0
M,21,5,60,83.0,91.0,1,2,2,61,0,1
F,21,2,75,58.0,71.0,1,2,1,90,0,0
M,24,13,71,60.0,74.0,4,2,3,78,1,0
M,21,4,71,67.0,40.0,4,2,1,93,1,0
F,18,17,89,96.0,83.0,2,2,2,91,1,0
M,19,9,65,78.0,58.0,1,1,2,82,1,1
M,17,3,73,70.0,38.0,2,4,3,92,1,0
F,23,2,80,52.0,56.0,4,1,2,93,0,1
M,22,4,87,57.0,73.0,2,3,3,85,1,1
M,22,18,72,74.0,46.0,3,4,1,70,1,0
M,20,13,91,70.0,82.0,2,1,3,63,1,0
F,20,7,66,89.0,88.0,3,3,2,70,1,0
M,18,18,96,57.0,56.0,4,1,3,60,1,0
F,21,8,97,67.0,68.0,3,3,3,84,0,1
M,23,13,70,96.0,63.0,3,1,2,89,0,1
M,21,6,85,68.0,71.0,3,2,2,81,1,0
F,21,10,61,94.0,27.0,1,3,1,67,1,1
F,22,13,98,63.0,85.0,2,1,3,88,1,1
F,18,16,97,73.0,34.0,4,3,2,73,0,1
M,24,4,89,80.0,33.0,3,3,1,87,1,1
M,18,8,91,69.0,77.0,2,1,3,97,0,1
M,22,7,75,50.0,50.0,3,3,2,62,0,1
F,21,7,94,73.0,69.0,1,2,2,93,0,1
F,21,6,94,69.0,55.0,4,1,3,93,0,0
F,19,17,76,98.0,76.0,4,2,2,69,1,0
M,24,12,98,87.0,74.0,2,4,1,73,1,0
F,19,18,62,61.0,61.0,3,1,1,90,1,1
F,20,5,73,63.0,60.0,3,2,2,71,1,1
F,17,6,79,77.0,84.0,2,3,3,88,1,0
F,20,12,63,52.0,56.0,2,2,1,85,1,0
M,17,13,98,69.0,43.0,3,4,2,85,0,0
M,20,18,91,65.0,82.0,3,1,2,60,1,0
M,24,3,96,56.0,43.0,3,1,1,92,1,1
M,20,14,66,50.0,73.0,2,2,1,66,0,1
F,18,13,67,96.0,81.0,1,2,1,90,0,1
F,21,1,84,78.0,94.0,3,3,2,78,0,0
M,21,7,95,73.0,74.0,1,2,1,95,1,1
M,17,15,60,82.0,76.0,2,1,1,70,0,1
M,20,17,63,69.0,38.0,2,2,1,70,0,1
M,24,11,85,75.0,38.0,1,4,1,77,0,0
F,18,9,69,64.0,42.0,1,4,3,84,1,0
M,18,3,74,84.0,71.0,1,3,3,63,0,0
M,19,10,66,61.0,34.0,2,3,2,77,1,0
M,24,4,88,93.0,84.0,3,2,3,96,1,0
F,17,1,86,91.0,32.0,4,3,3,60,1,0
F,19,4,70,86.0,85.0,3,2,2,67,1,1
F,22,11,78,92.0,76.0,1,3,3,80,0,0
F,19,14,95,72.0,21.0,1,4,2,63,1,1
M,24,3,76,59.0,65.0,4,3,2,80,0,0
F,23,16,66,89.0,92.0,2,4,1,71,1,1
F,17,3,90,90.0,69.0,2,4,1,97,0,0
M,24,17,76,67.0,49.0,3,3,1,99,1,0
M,18,14,67,71.0,54.0,4,1,2,90,1,0
F,23,16,89,92.0,81.0,3,2,3,85,1,1
F,24,4,80,97.0,15.0,3,1,1,85,0,0
